,Cell,assigned_cluster
3235,human3_lib4.final_cell_0530,activated_stellate
3236,human3_lib4.final_cell_0531,delta
3237,human3_lib4.final_cell_0532,beta
3238,human3_lib4.final_cell_0533,acinar
3239,human3_lib4.final_cell_0534,ductal
3240,human3_lib4.final_cell_0535,alpha
3241,human3_lib4.final_cell_0536,activated_stellate
3242,human3_lib4.final_cell_0537,acinar
3243,human3_lib4.final_cell_0538,ductal
3244,human3_lib4.final_cell_0539,alpha
3245,human3_lib4.final_cell_0540,ductal
3246,human3_lib4.final_cell_0541,beta
3247,human3_lib4.final_cell_0542,alpha
3248,human3_lib4.final_cell_0543,beta
3249,human3_lib4.final_cell_0544,beta
3250,human3_lib4.final_cell_0545,alpha
3251,human3_lib4.final_cell_0546,alpha
3252,human3_lib4.final_cell_0547,beta
3253,human3_lib4.final_cell_0548,acinar
3254,human3_lib4.final_cell_0549,acinar
3255,human3_lib4.final_cell_0550,endothelial
3256,human3_lib4.final_cell_0551,beta
3257,human3_lib4.final_cell_0552,activated_stellate
3258,human3_lib4.final_cell_0553,alpha
3259,human3_lib4.final_cell_0554,alpha
3260,human3_lib4.final_cell_0555,acinar
3261,human3_lib4.final_cell_0556,alpha
3262,human3_lib4.final_cell_0557,alpha
3263,human3_lib4.final_cell_0558,alpha
3264,human3_lib4.final_cell_0559,alpha
3265,human3_lib4.final_cell_0560,beta
3266,human3_lib4.final_cell_0561,acinar
3267,human3_lib4.final_cell_0562,alpha
3268,human3_lib4.final_cell_0563,beta
3269,human3_lib4.final_cell_0564,ductal
3270,human3_lib4.final_cell_0565,ductal
3271,human3_lib4.final_cell_0566,ductal
3272,human3_lib4.final_cell_0567,alpha
3273,human3_lib4.final_cell_0568,gamma
3274,human3_lib4.final_cell_0569,alpha
3275,human3_lib4.final_cell_0570,beta
3276,human3_lib4.final_cell_0571,alpha
3277,human3_lib4.final_cell_0572,endothelial
3278,human3_lib4.final_cell_0573,alpha
3279,human3_lib4.final_cell_0574,macrophage
3280,human3_lib4.final_cell_0575,acinar
3281,human3_lib4.final_cell_0576,activated_stellate
3282,human3_lib4.final_cell_0577,beta
3283,human3_lib4.final_cell_0578,alpha
3284,human3_lib4.final_cell_0579,alpha
3285,human3_lib4.final_cell_0580,alpha
3286,human3_lib4.final_cell_0581,ductal
3287,human3_lib4.final_cell_0582,alpha
3288,human3_lib4.final_cell_0583,beta
3289,human3_lib4.final_cell_0584,alpha
3290,human3_lib4.final_cell_0585,beta
3291,human3_lib4.final_cell_0586,beta
3292,human3_lib4.final_cell_0587,alpha
3293,human3_lib4.final_cell_0588,beta
3294,human3_lib4.final_cell_0589,delta
3295,human3_lib4.final_cell_0590,alpha
3296,human3_lib4.final_cell_0591,activated_stellate
3297,human3_lib4.final_cell_0592,alpha
3298,human3_lib4.final_cell_0593,activated_stellate
3299,human3_lib4.final_cell_0594,alpha
3300,human3_lib4.final_cell_0595,beta
3301,human3_lib4.final_cell_0596,alpha
3302,human3_lib4.final_cell_0597,ductal
3303,human3_lib4.final_cell_0598,beta
3304,human3_lib4.final_cell_0599,beta
3305,human3_lib4.final_cell_0600,alpha
3306,human3_lib4.final_cell_0601,acinar
3307,human3_lib4.final_cell_0602,alpha
3308,human3_lib4.final_cell_0603,endothelial
3309,human3_lib4.final_cell_0604,beta
3310,human3_lib4.final_cell_0605,alpha
3311,human3_lib4.final_cell_0606,alpha
3312,human3_lib4.final_cell_0607,alpha
3313,human3_lib4.final_cell_0608,beta
3314,human3_lib4.final_cell_0609,ductal
3315,human3_lib4.final_cell_0610,acinar
3316,human3_lib4.final_cell_0611,acinar
3317,human3_lib4.final_cell_0612,alpha
3318,human3_lib4.final_cell_0613,endothelial
3319,human3_lib4.final_cell_0614,ductal
3320,human3_lib4.final_cell_0615,acinar
3321,human3_lib4.final_cell_0616,beta
3322,human3_lib4.final_cell_0617,beta
3323,human3_lib4.final_cell_0618,beta
3324,human3_lib4.final_cell_0619,ductal
3325,human3_lib4.final_cell_0620,alpha
3326,human3_lib4.final_cell_0621,alpha
3327,human3_lib4.final_cell_0622,acinar
3328,human3_lib4.final_cell_0623,gamma
3329,human3_lib4.final_cell_0624,alpha
3330,human3_lib4.final_cell_0625,alpha
3331,human3_lib4.final_cell_0626,acinar
3332,human3_lib4.final_cell_0627,alpha
3333,human3_lib4.final_cell_0628,alpha
3334,human3_lib4.final_cell_0629,alpha
3335,human3_lib4.final_cell_0630,beta
3336,human3_lib4.final_cell_0631,beta
3337,human3_lib4.final_cell_0632,beta
3338,human3_lib4.final_cell_0633,acinar
3339,human3_lib4.final_cell_0634,alpha
3340,human3_lib4.final_cell_0635,beta
3341,human3_lib4.final_cell_0636,acinar
3342,human3_lib4.final_cell_0637,alpha
3343,human3_lib4.final_cell_0638,ductal
3344,human3_lib4.final_cell_0639,alpha
3345,human3_lib4.final_cell_0640,alpha
3346,human3_lib4.final_cell_0641,alpha
3347,human3_lib4.final_cell_0642,beta
3348,human3_lib4.final_cell_0643,acinar
3349,human3_lib4.final_cell_0644,beta
3350,human3_lib4.final_cell_0645,beta
3351,human3_lib4.final_cell_0646,alpha
3352,human3_lib4.final_cell_0647,acinar
3353,human3_lib4.final_cell_0648,activated_stellate
3354,human3_lib4.final_cell_0649,alpha
3355,human3_lib4.final_cell_0650,alpha
3356,human3_lib4.final_cell_0651,alpha
3357,human3_lib4.final_cell_0652,alpha
3358,human3_lib4.final_cell_0653,ductal
3359,human3_lib4.final_cell_0654,alpha
3360,human3_lib4.final_cell_0655,acinar
3361,human3_lib4.final_cell_0656,alpha
3362,human3_lib4.final_cell_0657,beta
3363,human3_lib4.final_cell_0658,alpha
3364,human3_lib4.final_cell_0659,alpha
3365,human3_lib4.final_cell_0660,alpha
3366,human3_lib4.final_cell_0661,alpha
3367,human3_lib4.final_cell_0662,acinar
3368,human3_lib4.final_cell_0663,beta
3369,human3_lib4.final_cell_0664,alpha
3370,human3_lib4.final_cell_0665,acinar
3371,human3_lib4.final_cell_0666,alpha
3372,human3_lib4.final_cell_0667,acinar
3373,human3_lib4.final_cell_0668,alpha
3374,human3_lib4.final_cell_0669,alpha
3375,human3_lib4.final_cell_0670,ductal
3376,human3_lib4.final_cell_0671,beta
3377,human3_lib4.final_cell_0672,beta
3378,human3_lib4.final_cell_0673,acinar
3379,human3_lib4.final_cell_0674,alpha
3380,human3_lib4.final_cell_0675,activated_stellate
3381,human3_lib4.final_cell_0676,alpha
3382,human3_lib4.final_cell_0677,alpha
3383,human3_lib4.final_cell_0678,alpha
3384,human3_lib4.final_cell_0679,beta
3385,human3_lib4.final_cell_0680,beta
3386,human3_lib4.final_cell_0681,gamma
3387,human3_lib4.final_cell_0682,alpha
3388,human3_lib4.final_cell_0683,beta
3389,human3_lib4.final_cell_0684,activated_stellate
3390,human3_lib4.final_cell_0685,acinar
3391,human3_lib4.final_cell_0686,ductal
3392,human3_lib4.final_cell_0687,alpha
3393,human3_lib4.final_cell_0688,alpha
3394,human3_lib4.final_cell_0689,beta
3395,human3_lib4.final_cell_0690,ductal
3396,human3_lib4.final_cell_0691,beta
3397,human3_lib4.final_cell_0692,delta
3398,human3_lib4.final_cell_0693,ductal
3399,human3_lib4.final_cell_0694,acinar
3400,human3_lib4.final_cell_0695,ductal
3401,human3_lib4.final_cell_0696,acinar
3402,human3_lib4.final_cell_0697,alpha
3403,human3_lib4.final_cell_0698,ductal
3404,human3_lib4.final_cell_0699,alpha
3405,human3_lib4.final_cell_0700,beta
3406,human3_lib4.final_cell_0701,beta
3407,human3_lib4.final_cell_0702,alpha
3408,human3_lib4.final_cell_0703,alpha
3409,human3_lib4.final_cell_0704,alpha
3410,human3_lib4.final_cell_0705,endothelial
3411,human3_lib4.final_cell_0706,acinar
3412,human3_lib4.final_cell_0707,ductal
3413,human3_lib4.final_cell_0708,alpha
3414,human3_lib4.final_cell_0709,beta
3415,human3_lib4.final_cell_0710,ductal
3416,human3_lib4.final_cell_0711,alpha
3417,human3_lib4.final_cell_0712,alpha
3418,human3_lib4.final_cell_0713,beta
3419,human3_lib4.final_cell_0714,alpha
3420,human3_lib4.final_cell_0715,ductal
3421,human3_lib4.final_cell_0716,beta
3422,human3_lib4.final_cell_0717,ductal
3423,human3_lib4.final_cell_0718,ductal
3424,human3_lib4.final_cell_0719,ductal
3425,human3_lib4.final_cell_0720,alpha
3426,human3_lib4.final_cell_0721,alpha
3427,human3_lib4.final_cell_0722,alpha
3428,human3_lib4.final_cell_0723,beta
3429,human3_lib4.final_cell_0724,ductal
3430,human3_lib4.final_cell_0725,alpha
3431,human3_lib4.final_cell_0726,endothelial
3432,human3_lib4.final_cell_0727,alpha
3433,human3_lib4.final_cell_0728,quiescent_stellate
3434,human3_lib4.final_cell_0729,beta
3435,human3_lib4.final_cell_0730,delta
3436,human3_lib4.final_cell_0731,alpha
3437,human3_lib4.final_cell_0732,acinar
3438,human3_lib4.final_cell_0733,alpha
3439,human3_lib4.final_cell_0734,beta
3440,human3_lib4.final_cell_0735,beta
3441,human3_lib4.final_cell_0736,alpha
3442,human3_lib4.final_cell_0737,quiescent_stellate
3443,human3_lib4.final_cell_0738,alpha
3444,human3_lib4.final_cell_0739,beta
3445,human3_lib4.final_cell_0740,alpha
3446,human3_lib4.final_cell_0741,quiescent_stellate
3447,human3_lib4.final_cell_0742,acinar
3448,human3_lib4.final_cell_0743,alpha
3449,human3_lib4.final_cell_0744,alpha
3450,human3_lib4.final_cell_0745,beta
3451,human3_lib4.final_cell_0746,acinar
3452,human3_lib4.final_cell_0747,delta
3453,human3_lib4.final_cell_0748,acinar
3454,human3_lib4.final_cell_0749,alpha
3455,human3_lib4.final_cell_0750,alpha
3456,human3_lib4.final_cell_0751,ductal
3457,human3_lib4.final_cell_0752,gamma
3458,human3_lib4.final_cell_0753,endothelial
3459,human3_lib4.final_cell_0754,beta
3460,human3_lib4.final_cell_0755,alpha
3461,human3_lib4.final_cell_0756,alpha
3462,human3_lib4.final_cell_0757,ductal
3463,human3_lib4.final_cell_0758,alpha
3464,human3_lib4.final_cell_0759,alpha
3465,human3_lib4.final_cell_0760,alpha
3466,human3_lib4.final_cell_0761,beta
3467,human3_lib4.final_cell_0762,acinar
3468,human3_lib4.final_cell_0763,alpha
3469,human3_lib4.final_cell_0764,beta
3470,human3_lib4.final_cell_0765,alpha
3471,human3_lib4.final_cell_0766,alpha
3472,human3_lib4.final_cell_0767,alpha
3473,human3_lib4.final_cell_0768,ductal
3474,human3_lib4.final_cell_0769,delta
3475,human3_lib4.final_cell_0770,alpha
3476,human3_lib4.final_cell_0771,alpha
3477,human3_lib4.final_cell_0772,alpha
3478,human3_lib4.final_cell_0773,acinar
3479,human3_lib4.final_cell_0774,ductal
3480,human3_lib4.final_cell_0775,ductal
3481,human3_lib4.final_cell_0776,alpha
3482,human3_lib4.final_cell_0777,alpha
3483,human3_lib4.final_cell_0778,alpha
3484,human3_lib4.final_cell_0779,acinar
3485,human3_lib4.final_cell_0780,beta
3486,human3_lib4.final_cell_0781,alpha
3487,human3_lib4.final_cell_0782,gamma
3488,human3_lib4.final_cell_0783,acinar
3489,human3_lib4.final_cell_0784,alpha
3490,human3_lib4.final_cell_0785,gamma
3491,human3_lib4.final_cell_0786,gamma
3492,human3_lib4.final_cell_0787,beta
3493,human3_lib4.final_cell_0788,beta
3494,human3_lib4.final_cell_0789,alpha
3495,human3_lib4.final_cell_0790,beta
3496,human3_lib4.final_cell_0791,beta
3497,human3_lib4.final_cell_0792,acinar
3498,human3_lib4.final_cell_0793,acinar
3499,human3_lib4.final_cell_0794,acinar
3500,human3_lib4.final_cell_0795,quiescent_stellate
3501,human3_lib4.final_cell_0796,quiescent_stellate
3502,human3_lib4.final_cell_0797,ductal
3503,human3_lib4.final_cell_0798,beta
3504,human3_lib4.final_cell_0799,alpha
3505,human3_lib4.final_cell_0800,beta
3506,human3_lib4.final_cell_0801,alpha
3507,human3_lib4.final_cell_0802,ductal
3508,human3_lib4.final_cell_0803,alpha
3509,human3_lib4.final_cell_0804,alpha
3510,human3_lib4.final_cell_0805,alpha
3511,human3_lib4.final_cell_0806,alpha
3512,human3_lib4.final_cell_0807,alpha
3513,human3_lib4.final_cell_0808,beta
3514,human3_lib4.final_cell_0809,beta
3515,human3_lib4.final_cell_0810,beta
3516,human3_lib4.final_cell_0811,acinar
3517,human3_lib4.final_cell_0812,alpha
3518,human3_lib4.final_cell_0813,beta
3519,human3_lib4.final_cell_0814,beta
3520,human3_lib4.final_cell_0815,beta
3521,human3_lib4.final_cell_0816,beta
3522,human3_lib4.final_cell_0817,gamma
3523,human3_lib4.final_cell_0818,endothelial
3524,human3_lib4.final_cell_0819,quiescent_stellate
3525,human3_lib4.final_cell_0820,alpha
3526,human3_lib4.final_cell_0821,alpha
3527,human3_lib4.final_cell_0822,beta
3528,human3_lib4.final_cell_0823,beta
3529,human3_lib4.final_cell_0824,beta
3530,human3_lib4.final_cell_0825,ductal
3531,human3_lib4.final_cell_0826,ductal
3532,human3_lib4.final_cell_0827,beta
3533,human3_lib4.final_cell_0828,quiescent_stellate
3534,human3_lib4.final_cell_0829,alpha
3535,human3_lib4.final_cell_0830,alpha
3536,human3_lib4.final_cell_0831,alpha
3537,human3_lib4.final_cell_0832,activated_stellate
3538,human3_lib4.final_cell_0833,acinar
3539,human3_lib4.final_cell_0834,beta
3540,human3_lib4.final_cell_0835,alpha
3541,human3_lib4.final_cell_0836,alpha
3542,human3_lib4.final_cell_0837,ductal
3543,human3_lib4.final_cell_0838,alpha
3544,human3_lib4.final_cell_0839,beta
3545,human3_lib4.final_cell_0840,alpha
3546,human3_lib4.final_cell_0841,beta
3547,human3_lib4.final_cell_0842,endothelial
3548,human3_lib4.final_cell_0843,ductal
3549,human3_lib4.final_cell_0844,endothelial
3550,human3_lib4.final_cell_0845,beta
3551,human3_lib4.final_cell_0846,quiescent_stellate
3552,human3_lib4.final_cell_0847,endothelial
3553,human3_lib4.final_cell_0848,alpha
3554,human3_lib4.final_cell_0849,alpha
3555,human3_lib4.final_cell_0850,beta
3556,human3_lib4.final_cell_0851,alpha
3557,human3_lib4.final_cell_0852,activated_stellate
3558,human3_lib4.final_cell_0853,quiescent_stellate
3559,human3_lib4.final_cell_0854,alpha
3560,human3_lib4.final_cell_0855,beta
3561,human3_lib4.final_cell_0856,alpha
3562,human3_lib4.final_cell_0857,alpha
3563,human3_lib4.final_cell_0858,beta
3564,human3_lib4.final_cell_0859,activated_stellate
3565,human3_lib4.final_cell_0860,beta
3566,human3_lib4.final_cell_0861,alpha
3567,human3_lib4.final_cell_0862,beta
3568,human3_lib4.final_cell_0863,delta
3569,human3_lib4.final_cell_0864,quiescent_stellate
3570,human3_lib4.final_cell_0865,alpha
3571,human3_lib4.final_cell_0866,beta
3572,human3_lib4.final_cell_0867,beta
3573,human3_lib4.final_cell_0868,alpha
3574,human3_lib4.final_cell_0869,beta
3575,human3_lib4.final_cell_0870,alpha
3576,human3_lib4.final_cell_0871,beta
3577,human3_lib4.final_cell_0872,delta
3578,human3_lib4.final_cell_0873,ductal
3579,human3_lib4.final_cell_0874,alpha
3580,human3_lib4.final_cell_0875,beta
3581,human3_lib4.final_cell_0876,endothelial
3582,human3_lib4.final_cell_0877,beta
3583,human3_lib4.final_cell_0878,beta
3584,human3_lib4.final_cell_0879,alpha
3585,human3_lib4.final_cell_0880,alpha
3586,human3_lib4.final_cell_0881,alpha
3587,human3_lib4.final_cell_0882,alpha
3588,human3_lib4.final_cell_0883,schwann
3589,human3_lib4.final_cell_0884,alpha
3590,human3_lib4.final_cell_0885,beta
3591,human3_lib4.final_cell_0886,macrophage
3592,human3_lib4.final_cell_0887,endothelial
3593,human3_lib4.final_cell_0888,ductal
3594,human3_lib4.final_cell_0889,beta
3595,human3_lib4.final_cell_0890,alpha
3596,human3_lib4.final_cell_0891,alpha
3597,human3_lib4.final_cell_0892,quiescent_stellate
3598,human3_lib4.final_cell_0893,acinar
3599,human3_lib4.final_cell_0894,ductal
3600,human3_lib4.final_cell_0895,alpha
3601,human3_lib4.final_cell_0896,beta
3602,human3_lib4.final_cell_0897,alpha
3603,human3_lib4.final_cell_0898,beta
3604,human3_lib4.final_cell_0899,alpha
